ISO 639-3	Population
arl	50 (2002 SIL). Ethnic population: 400 (2007 census).
tcd	4,400 (2003).
arn	250,000 (Crevels 2007). Ethnic population: 604,000 (2002). Total users in all countries: 258,410.
aro	110 (2006 PIB).
uuu	40,000 (2000).
fgr	A few elderly speakers (Dimmendaal and Voeltz 2007). Ethnic population: 1,000 (Dimmendaal and Voeltz 2007).
uur	6 (1998 T. Crowley).
uum	90,000 (2015 J. Leclerc). Total users in all countries: 185,000.
uun	2 (Jen-kuei Li 2013). Last speaker of the Pazeh dialect died in 2010. Only known speakers use Kaxabu dialect (Jen-kuei Li 2013).
tgr	5,000 (Wurm and Hattori 1981).
tgs	900 (Lynch and Crowley 2001).
tgp	800 (2001 SIL).
tgq	550 (2000).
tgv	No known L1 speakers. Ethnic population: 350 (2002).
tgw	138,000 (1993 SIL).
tgt	2,000 (1985 SIL).
tgu	3,000 (1991 SIL).
tgz	1 (2005 NILS).
tgx	2 (1997). Ethnic population: 400 (Krauss 1997).
tgy	No known L1 speakers.
tgb	4,000 (2015 G. Buck), decreasing. 1,500 monolinguals (2015 G. Buck). Ethnic population: 10,000 (2015 G. Buck).
tgc	6,000 (1991 SIL).
tga	100,000 (1992 UBS).
tgf	1,500 (2011 SIL).
tgd	2,000 (1995 CAPRO).
tge	3,980 (2000). Population for all Tamang varieties: 1,350,000 (2011 census).
tgj	38,200 (2001 census).
tgk	7,863,920 6,380,000 (2012 UNSD). Ethnic population: 6,370,000 (2010 census). Total users in all countries: 7,863,920.
tgh	300,000 (2011 J. Ferreira).
tgi	550 (1977 P. Lincoln).
tgn	100,000 (2009 B. Hall).
tgo	2,000 (1987 SIL), increasing. 400 monolinguals.
tgl	24,628,290 21,500,000 (2000 census). Total users in all countries: 24,628,290.
duh	100,000 (2000 IICCC).
dui	35 (Wurm 2000).
swk	468,000 (2009 UNSD).
duk	470 (Wurm and Hattori 1981).
dul	30 (Wurm 2000). Ethnic population: 75.
swl	10,000 (2014 EUD). 10,000 Deaf sign language users (2014 EUD). 40,000 Deaf (2014 IMB).
dun	20,000 (Wurm and Hattori 1981).
duo	1,200 (1986 SIL). Ethnic population: 1,500 (2007 L. Reid).
swa	15,993,010 A macrolanguage. Population total all languages: 15,993,010
dua	87,700 (1982 SIL).
dub	252,000 (2007). Ethnic population: 791,000 (2007). Over half the ethnic group uses Gujarati [guj] (2007).
duc	11,000 (1991 SIL).
dud	73,000 (1985 P. Ahmed). 10,000 outside the traditional area.
due	3,000 (1994 SIL), decreasing.
duf	1,210 (2009 census), decreasing. Over a third live outside the traditional language area, mostly in greater Nouméa.
dug	397,000 (2009 census), increasing.
dux	125,000 (2013 J. Leclerc).
duy	No known L1 speakers.
duz	No known L1 speakers. Ethnic population: 1,900 (1982 SIL).
dup	15,000 (2006 SIL). Ethnic population: Total ethnic population all countries: 19,000 (2006 E. Seidlitz). Total users in all countries: 15,600.
duq	4,500 (2003). 2,000 Bayan.
dur	50,000 (2010 L. Bohnhoff).
dus	7,640 (2011 census), decreasing. No monolinguals. Ethnic population: 12,000.
swu	5,000 (2012 Y. Kitada).
duu	14,000 (2000 census). 8,500 in Nu River dialect, 5,500 in Dulong River dialect. Total population all countries: 14,000. 13,300 monolinguals. Total users in all countries: 14,225.
duv	930 (2000).
duw	5,000 (2003).
skm	1,300 (2000 census). 200 monolinguals.
rit	32 (2006 census).
riu	14,000 (Wurm and Hattori 1981).
rir	45,000 (Wurm and Hattori 1981).
rin	50,000 (1999).
ril	12,500 (2008). Total users in all countries: 15,500.
rim	801,000 (2013 J. Leclerc).
rif	1,270,000 (2004 census). Total users in all countries: 1,423,000.
ria	76,500 (2001 census). Ethnic population: 144,000. Total users in all countries: 77,000.
rop	14,200, all users. 4,200 (2006 census). 10,000 (1991 SIL).
ror	4,000 (2005 W. Arka).
lji	800 (1997 SIL). 250 Laiyolo, 550 Barang-Barang.
ljl	105,000 (2009 census).
lja	No known L1 speakers.
lje	10,000 (2006). 2,300 in South Sulawesi, 5,700 in Central Sulawesi.
ljx	No known L1 speakers.
ljp	827,000 (2000 census).
ljw	
uzs	2,910,000 (2011 UNSD), increasing. 1,000,000 monolinguals. Ethnic population: 2,910,000. Total users in all countries: 4,163,800.
zzj	1,500,000 (2000 census). 35,000 in Jingxi and Napo counties. Total users in all countries: 1,840,000.
zza	A macrolanguage. Population total all languages: 1,684,000
ylu	500 (2008 SIL). Ethnic population: 1,200.
ylr	No known L1 speakers.
yly	1,960 (2009 census).
ylg	160 (2003 SIL). Ethnic population: 220 (2000 census).
yle	3,750 (1998 Rossel Health Centres). 400 monolinguals. Ethnic population: 3,750 (1998).
ylb	1,330 (2005 SIL). Only 25 Sileba dialect speakers.
yla	1,210 (2003 SIL).
yln	300 (Li 1997), decreasing.
ylo	15,000 (Bradley 2007a). Mostly in Yunnan, with about 2,000 in Pingjiang and Futian townships of Panzhihua (Bradley 2007a).
yll	2,470 (2000 census).
ylm	29,000 (2002).
yli	15,000 (1991 J. Wilson).
xpk	32 (2007 SIL).
xpj	No known L1 speakers.
xpn	No known L1 speakers. Ethnic population: 420 (Crevels 2007).
ixl	69,000 (1998 SIL).
ixc	21 (2000 INALI). Only a few elderly speakers (M. Swanton).
xpa	No known L1 speakers.
xpe	760,000 (2012 V. Vydrin).
xpq	No known L1 speakers. Ethnic population: 1,400 ethnic population of Mohegan-Pequot and Narragansett [xnt] (1977 SIL).
xpt	No known L1 speakers.
wnb	590 (2003 SIL).
wnc	8,200 (McElhanon 1978). 390 Bam (McElhanon 1978) and 490 Yagawak (Wurm and Hattori 1981).
wng	1,180 (2002 SIL).
wnd	No known L1 speakers.
wne	108,000 (2004 J. Leclerc).
wnk	10,000 (Wurm and Hattori 1981).
wni	337,000 (2015 J. Leclerc). Total users in all countries: 348,000.
wnn	No known L1 speakers.
wno	1,000 (2011), decreasing. 0. 200 monolinguals. Ethnic population: 1,000.
wnm	No known L1 speakers.
wnp	1,070 (2003 SIL).
wnw	No known L1 speakers.
wnu	1,400 (1991 SIL).
wny	10 (Tryon 2007). May be 2 Wanji semi-speakers and 1 full speaker (Wurm 2007).
tni	No known L1 speakers.
grv	49,500 (2015).
grw	26 (2001 SIL).
grt	889,000 (2001 census). Total users in all countries: 1,009,000.
gru	315,500, all users. L1 users: 255,000 (1994 census). L2 users: 60,500. Ethnic population: 364,000 (1994 census). Includes 4,000 Gogot.
grr	11,000 (2014 L. Souag).
grs	2,500 (1987 SIL).
grq	15 (Wurm 2000), decreasing.
grz	No known L1 speakers (2010 J. Brownie).
tpu	31,000 (2009 UNSD).
grx	1,500 (2014 SIL). Ethnic population: 1,600 (2014 SIL).
gry	40,500 (2015).
grg	380 (2003 SIL).
grd	15,000 (1993).
grb	A macrolanguage. Population total all languages: 424,000
grc	No known L1 speakers.
gra	100,000 (1999 IEM).
grn	A macrolanguage. Population total all languages: 6,157,480
gro	12,800 (1993). Total users in all countries: 26,800.
grm	Ethnic population: 1,800 (2000 L. Kitingan).
grj	99,000 (2015).
grh	25,000 (2000), increasing.
gri	12,100 (1999 SIL). 7,110 Ghari, 950 Gae, 3,020 Ndi, 490 Nginia, 550 Tandai-Nggaria.
ugn	160,000 (2008 WFD). Estimates vary, ranging from approximately 1% of the general population of approximately 37,000,000: 160,000–840,000 deaf (2008 WFD). 528,000–800,000 deaf (Lule and Wallin 2010). Over 700,000 deaf adults (2010 B. Oluoch).
jqr	740 (Adelaar 2004). 730 Jaqaru, 11 Kawki. Ethnic population: 2,000 (2000 W. Adelaar).
hbb	306,000 (2006 census).
iba	1,452,000 in Malaysia, all users. 752,000 (2013 SIL). Including 2,300 in 2 villages in Sabah (2013 A. Maraining). 700,000 (2013 SIL). Total users in all countries: 1,484,300 (as L1: 784,300; as L2: 700,000).
ibb	6,000,000, all users. L1 users: 1,500,000 (1998 B. Connell). L2 users: 4,500,000 (2013 SIL).
rro	15,000 (2000 census).
cfm	69,000 (1983). 9,000 Taisun, 16,000 Zanniat, 7,000 Khualsim, 4,000 Lente, 14,400 Zahau, 18,600 Laizo (1983). Total users in all countries: 107,300.
rri	18 (Wurm 2007).
cfg	11,400 (2000).
cfd	3,000 (1999 R. Blench).
cfa	25,000 (1998).
ibg	500,000 (1990 SIL).
bde	250,000 (2007 IMB).
bdd	4,000 (1993 SIL).
bdg	Ethnic population: 1,400 (1990 UBS).
bdf	1,100 (2009 S. Cott).
bda	19,000 (2015 J. Leclerc). Total users in all countries: 24,610.
bdc	5,000 (1995 SIL). Ethnic population: Total Emberá in Colombia: 71,000 (Arango Ochoa and Sánchez Gutierrez 1998).
bdb	15,000 (2007 SIL).
bdm	51,600 (1993 census). Total users in all countries: 54,800.
bdl	150,000 (Mead et al 2007). 5,000 or more in North Maluku (Grimes 1982), 8,000 to 10,000 in South Sulawesi (Grimes and Grimes 1987), 7,000 in North Sulawesi and Gorontalo, 36,000 in Central Sulawesi, 40,000 in Southeast Sulawesi (Mead et al 2007), and several thousand in Nusa Tenggara (Wurm and Hattori 1981, Verheijen 1986).
bdo	4,500 (2002 SIL).
bdn	4 (2003 SIL).
bdi	41,000 (2012 J. Leclerc).
bdh	25,000 (1993 UBS). Total users in all countries: 26,300.
bdk	200 (Bril 2010). Ethnic population: 1,000 (1990 A. Kibrik).
bdj	2,500 (Welmers 1971a).
bdu	106,000 (2000).
bdt	130,000 (1996).
bdw	1,100 (1987 SIL).
bdv	50,000 (2001 IBT).
bdq	158,000 (1999 census).
bdp	27,000 (1999).
bds	13,000 (2002). Ethnic population: 30,000 (Dimmendaal and Voeltz 2007).
bdr	Ethnic population: 210,000 (2010 census).
bdy	100 (2006 census).
bdx	70 (Friberg and Laskowske 1989).
bdz	No known L1 speakers. No known speakers for three or more generations. Ethnic population: 2,830 (2000).
tcy	1,720,000 (2001 census).
hks	20,000 (2007). Total users in all countries: 20,200.
hkk	8,770 (2000 census).
hka	2,700 (1987).
ibr	5,000 (1988).
hke	200,000 (1980 UBS).
ibu	35 (Voorhoeve and Visser 1987). In 1987, there were a few elderly speakers but it is now probably extinct (Wurm 2007). Ethnic population: 50 (1984).
tcx	1,560 (2001 census).
apz	2,390 (1980 census).
apx	150 (Hinton 2000).
apy	450 (1993 SIL). 100 monolinguals.
tcw	540 (2000 census). 110 monolinguals.
kyj	2,000 (2011 SIL).
apr	3,020 (2000 census), increasing. Few monolinguals.
aps	1,150 (1998 SIL).
app	7,800 (Lynch and Crowley 2001).
apq	No known L1 speakers.
apw	14,000 (Golla 2007). 6,000 on San Carlos, 7,000 on Fort Apache Reservation (White Mountain Apache Tribe); smaller numbers at Tonto, Camp Verde, and Fort McDowell reservations (Golla 2007). Ethnic population: 20,200 (Ichihashi-Nakayama et al 2007).
apt	28,400 (2001 census). Ethnic population: 35,000.
apu	2,780 (Moore 2006). Ethnic population: 6,990 (2010 FUNASA).
apj	460 (2010 census), decreasing. Ethnic population: 3,100 (Golla 2007). All Apache varieties: 13,270 (2000 census).
apk	3 (Golla 2007), decreasing. 0. Ethnic population: 1,000 (1977 SIL).
aph	5,530 (2011 census), decreasing. Ethnic population: 5,980 (2011 census).
api	1 (Tempesta 2009). Ethnic population: 1,000 (Tempesta 2009).
apn	1,260 (2003 FUNASA). Ethnic population: 1,530 (2006 FUNASA).
apo	1,200 (2000 census).
pxm	8,090 (2000 INALI).
apm	1,500 (Golla 2007). 1,500 Mescalero in New Mexico, 3 Chiricahua in Oklahoma (Golla 2007). Ethnic population: More than 3,000 Mescalero (Golla 2007). 175 Chiricawa, including 149 in New Mexico (2000 census).
apb	11,500 (1999 SIL). 7,300 Sa’a, 3,300 Ulawa, and 920 Uki Ni Masi.
apc	18,800,000 (2014 J. Leclerc). Total users in all countries: 26,113,550.
apf	1,700 (2009 J. Lobel), increasing.
apg	30,000 (Wurm and Hattori 1981).
apd	26,700,000 (2012 J. Leclerc). Total users in all countries: 28,876,000.
ape	16,200 (2003 SIL).
usa	1,300 (1996 SIL). Ethnic population: 4,700 (2000 census).
kyl	No known L1 speakers. The last speaker (Santiam dialect) died in the 1950s (Golla 2007).
usk	10,000 (1990 B. Connell).
usi	22,400.
ush	2,000 (1992).
usu	270 (2003 SIL).
fer	8,000 (1982).
usp	2,000 (2013 Language Museum).
tat	4,280,000 (2010 census). Population may include L2 speakers. Ethnic population: 5,310,000 (2010 census). Total users in all countries: 5,188,710.
tau	100 (Golla 2007). Ethnic population: 300 (Golla 2007). Total users in all countries: 110.
tav	400 (2007 SIL). Ethnic population: 400 (Crevels 2007).
taw	900 (1990 UBS).
tap	250,000 (Barrett 1982). Total users in all countries: 281,600.
taq	378,000 (2014 UNSD). Total users in all countries: 500,000.
tar	29,700 (2000 INALI). 10,000 monolinguals.
tas	No known L1 speakers.
tax	500 (1999 SIL).
tay	84,300 (CIP-EY 2002).
taz	2,650 (2013 T. Alaki and R. Norton). Home area population: 2,000.
tad	300 (Wurm 2000).
tae	100 (Aikhenvald 1996). Ethnic population: 1,910 (2002 ISA).
taf	560 (2006 Projeto Aranowayao).
tag	13,000 (1982 SIL).
taa	15 (Krauss 2007). Ethnic population: 400 (Krauss 2007).
tab	126,000 (2010 census). Ethnic population: 146,000 (2010 census). Total users in all countries: 127,210.
tac	9,230 (2000 INALI).
tal	10,000 (1973 SIL).
tam	68,700,000 in India, all users. 60,700,000 (2001 census). 8,000,000. Total users in all countries: 75,965,790 (as L1: 67,965,790; as L2: 8,000,000).
tan	200,000 (2006 census).
tao	3,380 (CIP-EY 2002). Ethnic population: 3,380.
tah	63,000 (2007 census). Total users in all countries: 68,000.
taj	1,213,500 in Nepal, all users. 1,180,000 (2001 census), increasing. Southwestern Tamang: 109,000 (1991 census). Population for all Tamang varieties: 1,350,000 (2011 census). 33,500 (2011 census). In some remote communities, particularly women, children and elderly people are monolingual. Ethnic population: 1,290,000 (2001 census). Total users in all countries: 1,231,000 (as L1: 1,197,500; as L2: 33,500).
tak	1,000 (1993).
dwr	563,000, all users. L1 users: 543,000 (2007 census). 81,600 Konta (2010 UNSD). L2 users: 20,000. 260,000 monolinguals.
sir	Ethnic population: 3,800 (2006 J. Leclerc).
siq	400 (1993 SIL), decreasing.
sip	70,300 (2001).
siw	6,600. 600 in Baitsi.
dww	2,500 (1994 SIL). 500 monolinguals.
siu	330 (2003 SIL).
dwu	300 (2015 C. Bow).
siz	20,000 (2013).
siy	7,030 (2000).
dwy	1,500, all users. 500 (2015 C. Bow). 1,000 (2015 C. Bow).
sib	1,730 (Wurm and Hattori 1981).
sia	No known L1 speakers. Last known speaker died in 2003. Ethnic population: 100 (1995 M. Krauss). 1,770 including all Saami (2010 census).
dwa	7,200 (2000).
sig	36,000 (2003 GILLBT), increasing.
sif	17,400 (2009 UNSD). Total users in all countries: 46,400.
sie	16,700 (2010 census). 1,980 Imilangu, 9,300 Koma, 2,870 Mwenyi, 2,530 Simaa. Ethnic population: 27,600 (2010 census). 3,630 Imilangu, 14,300 Koma, 4,600 Mwenyi, 5,000 Simaa (2010 census).
sid	3,081,000, all users. L1 users: 2,980,000 (2010 UNSD). L2 users: 101,000. 2,530,000 monolinguals.
sik	33 (1986 SIL). Total users in all countries: 48.
sij	200 (Wurm 2007). Ethnic population: 240 (2000 census).
sii	400 (2004). Mainly monolingual.
sih	No known L1 speakers. Last known speaker died in the 1990s. Ethnic population: 19 (2009 census).
sin	16,000,000 in Sri Lanka, all users. 14,000,000 (2012). 2,000,000 (1997). Total users in all countries: 16,210,660 (as L1: 14,210,660; as L2: 2,000,000).
sim	5,700 (2003 SIL).
sil	105,000 (2003 GILLBT). 219,000 Sisaala (2010 census).
kbj	1,000. May be nearly extinct (Dimmendaal and Voeltz 2007).
kbk	1,700 (Wurm 2000). 170 monolinguals.
kbh	4,000 (Civallero 2008). Ethnic population: 4,020 (Crevels 2007).
kbi	230 (2006 SIL).
kbn	93,000 (1996). 57,500 Kare, 35,500 Tale. Total users in all countries: 97,460.
kbo	10,000 (1998 SIL). Total users in all countries: 22,500.
kbl	680,000 (2013 J. Leclerc).
kbm	2,100 (2011 SIL). Ethnic population: 2,300.
kbb	No known L1 speakers. Ethnic population: 69 (1998 ISA).
kbc	1,590 (Moore 2006). Ethnic population: 1,630 (2006 FUNASA).
kba	No known L1 speakers.
kbg	1,330 (1991).
kbd	516,000 (2010 census). 36,700 monolinguals (2002 census). Ethnic population: 590,000 (2010 census). Total users in all countries: 1,628,500.
kbe	2 (2005 AUSTLANG).
kbz	800 (1973 SIL).
kbx	10,000 (2010 PBT).
kby	280,000 (1998). Total users in all countries: 480,000.
kbr	881,700, all users. L1 users: 835,000 (2010 UNSD). L2 users: 46,700. 445,000 monolinguals (1994 census).
kbs	100 (Grollemund 2005).
kbp	975,000 (Gblem-Poidi and Kantchoa 2012). Total users in all countries: 984,300.
kbq	63,200 (2000 census).
kbv	1,000 (1987 SIL). Total users in all countries: 1,690.
kbw	200 (Wurm 2007). Ethnic population: 650 (2000 census).
kbt	2,900 (Kassell and Potter 2011), increasing.
kbu	1,000 (1998).
byz	2,480 (1991 SIL).
byx	6,350 (1988 SIL).
byv	210,000 (1991 UBS).
byw	600 (2011 census), decreasing. Ethnic population: 5,980 (2011 census). Including Athpariya and Belhariya speakers.
byt	No known L1 speakers.
byr	6,600 (1990 census).
bys	4,000 (Crozier and Blench 1992).
byp	11,400 (2000).
byq	No known L1 speakers.
byn	120,000 (2010 J. Leclerc).
byo	120,000 (Bradley 1997).
byl	100 (1999 SIL).
bym	No known L1 speakers. No remaining speakers (Ruhlen 1987).
byj	7,000 (2000).
byk	80,000 (Liang and Zhang 2002). 10,000 monolinguals. Women and small children are monolingual. Ethnic population: 120,000.
byh	23,290, all users. 21,700 (2011 census), decreasing. 1,590 (2011 census). No monolinguals. Ethnic population: 7,200 (Regmi 2007).
byi	10,000 (2002).
byf	50 (1992). Ethnic population: 3,000.
byg	No known L1 speakers. Ethnic population: 850 (1978 GRN).
byd	54,000 (2007 SIL).
bye	960 (2003 SIL), increasing.
byb	No known L1 speakers.
byc	30,000 (1985 UBS). 24,000 Biakpan.
bya	1,480 (2002 UNSD), decreasing. Ethnic population: 2,040 (1990 census).
rau	460 (2011 census), decreasing. All nomadic Raute are monolingual.
nfd	15,000 (2006 M. Rueck, K. Hannelová, and Z. Yoder).
nfa	5,000 (1997 A. Ranoh).
nfl	8,400 (1999 SIL), increasing.
nfu	24,700 (1982 SIL).
nfr	61,000 (2003 GILLBT), increasing.
oum	No known L1 speakers.
pqa	8,000 (1995 CAPRO).
oub	4,150 (2012 J. Leclerc). Total users in all countries: 6,650.
oua	20,000 (2014).
oue	1,000 (2007 SIL).
tcf	37,500 (2000 INALI). 8,000 monolinguals (2011 SIL).
pqm	490 (2011 census). Ethnic population: 3,000 (1998 SIL). Total users in all countries: 590.
lts	118,000 (2009 census).
tcg	3,500 (1987 SIL).
ltu	2,130 (1982 SIL).
ltz	345,000 in Luxembourg, all users. 266,000 (European Commission 2012). 79,000 (2016). Total users in all countries: 415,000 (as L1: 336,000; as L2: 79,000).
ltg	200,000 (2009 J. Eisaks).
lti	7,500 (1995 SIL).
lth	80,000 (2010 SIL).
lto	122,000 (2009 census).
ltn	10 (2010 S. Anonby). Ethnic population: 20 (2010 S. Anonby).
ybx	66 (2000 census).
yby	2,000 (1991 SIL).
raz	5,000 (Mead 1999).
ybh	21,090 in Nepal, all users. 19,600 (2011 census), decreasing. 1,490 (2011 census). Very few monolinguals. Ethnic population: 24,300 (2011 census). Total users in all countries: 21,900 (as L1: 20,410; as L2: 1,490).
ybi	9,210 (2011 census), decreasing. Ethnic population: 6,810 (2011 census).
ybj	3,000 (Blench 1999a).
ybk	10,000 (Pelkey 2011), decreasing. Ethnic population: 12,000.
ybl	15,000 (1992). Total users in all countries: 15,950.
ybm	700 (Wurm and Hattori 1981).
ybn	No known L1 speakers. Ethnic population: 90 (1986 SIL).
ybo	1,500 (2000 census).
yba	200,000 (2008 L. Otronyi), increasing. 50,000 monolinguals. Ethnic population: 200,000.
ybb	300,000 (1992 SIL), increasing.
ybe	4,600 (Bradley 2007a). Ethnic population: 7,000 (Bradley 2007b).
xri	680 (2005 FUNASA). Ethnic population: 680 (2005 FUNASA).
rax	
xre	No known L1 speakers.
xrd	No known L1 speakers.
xrg	No known L1 speakers.
xra	1,900 (Moore 2006). Ethnic population: 2,180 (2006 FUNASA).
xrb	35,000 (1995 SIL). Total users in all countries: 40,610.
xru	5 (2006 A. Brown).
xrw	63 (2003 SIL), decreasing. No monolinguals (2007 SIL).
xrq	No known L1 speakers.
whg	47,000 (1999 SIL).
sol	3,200 (1977 P. Lincoln).
wha	7,000 (1989 SIL).
whk	8,000 (2007 A. Soriente), decreasing. No monolinguals. Total users in all countries: 9,000.
whu	500 (Wurm and Hattori 1981).
soo	13,000 (2002).
dmd	No known L1 speakers. Date of last speaker’s death unknown.
thh	1 (1998 SIL). Ethnic population: 1,500 (1993 SIL).
ebg	5,000 (1988).
ebo	20,400 (2000). 740,000 all Teke languages in Congo (2012 World Factbook).
