ISO 639-3	Population	Name
nnz	10,000 (1990 SIL).	Nda’nda’
nny	No known L1 speakers.	Nyangga
nnw	147,000 (2009 UNSD). Census figure (2009) is for all Nuni.	Nuni, Southern
nnv	No known L1 speakers.	Nugunu
nnu	8,200 (2003 GILLBT). 1,600 Bekye, 3,300 Kenyen, 3,300 Wiase.	Dwang
nnt	No known L1 speakers. Ethnic population: 400 (1977 SIL).	Nanticoke
nns	10,000 (2008 K. Hannelova et al.).	Ningye
nnr	24 (2006 census).	Narungga
nnq	220,000 (1987).	Ngindo
nnp	49,100 (2001 census).	Naga, Wancho
tix	1,600 (Golla 2007), decreasing. 1,500 Isleta, 100 Sandia speakers (Golla 2007). Ethnic population: 4,500 (Golla 2007). Including 4,000 Isleta and 500 Sandia (Golla 2007).	Tiwa, Southern
tiy	50,000 (2002 SIL). Ethnic population: 50,000.	Tiruray
tiz	85,000 (2000 census).	Tai Hongjin
tit	2 (2000). Ethnic population: 2.	Tinigua
tiu	4,000 (NTM). Ethnic population: 5,720.	Adasen
tiv	2,210,000 (1991 UBS).	Tiv
tiw	1,740 (2006 census).	Tiwi
tip	300 (1999 SIL).	Trimuris
tiq	1,000 (1995 SIL). Ethnic population: 12,000 (1995 SIL).	Tiéfo
tir	4,467,000 in Ethiopia, all users. L1 users: 4,320,000 (2010 UNSD). L2 users: 147,000. 2,820,000 monolinguals. Total users in all countries: 7,899,400 (as L1: 7,747,400; as L2: 152,000).	Tigrigna
tis	7,500. 45,000 all Itnegs in Abra Province.	Itneg, Masadiit
til	No known L1 speakers. The last speaker died in 1970.	Tillamook
tim	11,000 (1991 SIL). 660 monolinguals. Women and older men.	Timbe
tin	2,150 (2010 census). Ethnic population: 10,000 (2014 NCRP).	Tindi
tio	5,000 (1991 SIL).	Teop
tih	Ethnic population: 9,000 (2004 S. Majius).	Murut, Timugon
tii	24,500 (1977 SIL).	Tiene
tij	20 (2015 SIL), decreasing.	Tilung
tik	110,000 (2005 SIL). Based on the actual population of the subdivisions where the Tikar people are present, as of the official 2005 census (2014 C. Hamm).	Tikar
tif	3,600 (2003 SIL).	Tifal
tig	1,390,000 (2010 J. Leclerc), increasing.	Tigré
tia	1,000 (2011), decreasing.	Tamazight, Tidikelt
tic	40,000 (1982 SIL).	Tira
cnw	15,000 (1984).	Chin, Ngawn
sqs	12,800 deaf persons (Van Cleve 1986).	Sri Lankan Sign Language
sqq	2,360 (2000).	Sou
squ	7 (FPCC 2014). 34 semi-speakers (FPCC 2014). 0 (2000). Ethnic population: 4,080 (FPCC 2014).	Squamish
sqt	57,000 (1990 census). Total users in all countries: 71,400.	Soqotri
sqk	3,000 (Hoyer 2007). 15,000 deaf in Albania, 24,100 worldwide (2014 IMB).	Albanian Sign Language
sqi	4,082,380 A macrolanguage. Population total all languages: 4,082,380	Albanian
ich	50,200 (2000).	Etkywan
sqo	10,000 (2006 census).	Sorkhei
sqm	50,000 (1996).	Suma
sqa	5,000 (1995 S. and S. Dettweiler).	Shama-Sambuga
icl	300 (2010 The Ministry of Education, Science and Culture). 250 (2014 EUD). 1,400 (2014 IMB).	Icelandic Sign Language
roh	40,000 (2012 census). 1 canton. Total users in all countries: 40,039.	Romansh
llx	21,000 (2011 J. Leclerc).	Lauan
rol	94,000 (2011 SIL).	Romblomanon
rom	A macrolanguage. Population total all languages: 1,501,320	Romany
ron	24,150,840 19,900,000 (European Commission 2012). Total users in all countries: 24,150,840.	Romanian
roo	4,320 (Wurm and Hattori 1981).	Rotokas
lls	8,000 (2014 EUD). 14,500 (2014 IMB).	Lithuanian Sign Language
llq	3,000 (2004 SIL).	Lolak
llp	9,500 (Lynch and Crowley 2001).	Efate, North
rod		Rogo
roe	450 (2003 SIL).	Ronji
llu	16,900 (1999 SIL).	Lau
rog	52,900 (2002).	Roglai, Northern
llk	No known L1 speakers.	Lelak
llj	No known L1 speakers. Estimated 10 speakers in 2005 (National Indigenous Languages Survey Report). Date of last speaker’s death unknown.	Ladji Ladji
lli	2,100 (2006). 740,000 all Teke languages in Congo (2012 World Factbook).	Teke-Laali
llh	120 (2007), decreasing. Ethnic population: 300.	Lamu
llo	6,000 (Wurm and Hattori 1981).	Khlor
lln	26,000 (1991 UBS).	Lele
llm	1,700 (1999 SIL).	Lasalimu
lll	450 (Wurm and Hattori 1981).	Lilau
llc	23,000 (1998 B. Willits). 12,000 in Kissidougou Prefecture and 11,000 in Guekedou.	Lele
llb	162,000 (2006).	Lolo
lla	46,000 (1993).	Lala-Roba
llg	20,000 (2002 UKAW). Ethnic population: 20,000.	Lole
llf	10 (2000 census).	Hermit
lle	3,400 (2000 census).	Lele
lld	31,000 (2013). Ethnic population: 38,000.	Ladin
bqf	No known L1 speakers.	Baga Kaloum
bqg	9,900 (Gblem-Poidi and Kantchoa 2012).	Bago-Kusuntu
bqd	3 (Dimmendaal and Voeltz 2007). Nearly extinct in 1998 (Dimmendaal and Voeltz 2007).	Bung
bqb	300 (1987 SIL).	Bagusa
bqc	100,000 (2013 R. Jones). 28,800 monolinguals. Total users in all countries: 150,000.	Boko
bqa	2,500 (2000 SIL).	Tchumbuli
bqn	37,000 (2014 IMB). 50,000 sign language users (2014 EUD).	Bulgarian Sign Language
bqo	2,230 (2000).	Balo
bql	30 (Wurm 2000).	Bilakura
bqm	4,000 (2000).	Wumboko
bqj	13,000 (2015 J. Leclerc), increasing.	Bandial
bqk	42,500 (1996).	Banda-Mbrès
bqh	10,000 (Bradley 2007a). Older adults and a few middle aged are monolingual. Ethnic population: 14,000 (Bradley 2007b).	Baima
bqi	1,000,000 (2001). 350,000 monolinguals. Ethnic population: 1,000,000 (2001).	Bakhtiâri
bqv	106,000 (2006 SIL).	Koro Wachi
bqw	1,000.	Buru
bqt	12,000 (2008 SIL).	Bamukumbit
bqu		Boguru
bqr	4,350 (2007 SIL).	Burusu
bqs	1,725, all users. 1,700 (2013 PBT). 25 (2013 PBT). 260 monolinguals. Ethnic population: 1,800 (2013 PBT).	Bosmun
bqp	15,000 (2015 R. Jones). 20,000 ethnic Laaru, Lupa and Kambari.	Busa
bqq	250 (1988 SIL).	Biritai
wdy	No known L1 speakers.	Wadjabangayi
bqz	30,000 (1998 SIL).	Bakaka
bqx	15,000 (1996).	Baangi
bqy	1,125, all users. 125 (Marsaja 2008). 47 deaf and 78 hearing. 1,000 (Marsaja 2008).	Kata Kolok
cno	1,000 (Wurm and Hattori 1981).	Con
cni	35,200 (2007 SIL). 2007 census lists 63,000, which includes all varieties of Ashaninka and Asheninka. Ethnic population: 35,200 (2007 SIL).	Asháninka
jdg	15,600 (2004 J. Leclerc). Total users in all countries: 25,600.	Jadgali
pmt	4,000 (2007 census). Ethnic population: 15,600. In Tuamotu islands; many also on Tahiti.	Tuamotuan
pmw	No known L1 speakers. The last speaker died in the late 1990s (Golla 2007).	Miwok, Plains
esn	7,500 (Ciupek-Reed 2012). Estimated 50-75% of the total signing Deaf population (Ciupek-Reed 2012), or roughly 7,500-11,000 (about 0.1% of total population).	Salvadoran Sign Language
pmr	50 (Daniels 2015).	Manat
pms	700,000 (Regis 2012).	Piedmontese
pmx	51,000 (1997).	Naga, Poumei
pmy	1,100,000 (Kluge 2014), all users. 500,000 (Clouse 2000), increasing.	Malay, Papuan
pmz	No known L1 speakers.	Pame, Southern
pmd	No known L1 speakers. Date of last speaker’s death unknown.	Pallanganmiddang
pme	290 (2009 census).	Pwaamei
pmf	137,000 (Lauder et al 2000).	Pamona
pma	6,000 (1996 SIL).	Paama
pmb	21,000 (1982 SIL).	Pambia
pml	No known L1 speakers.	Lingua Franca
pmm	38,700 (2000). Total users in all countries: 44,130.	Pol
pmn	30 (2003 SIL).	Pam
pmo	2,000 (1987 SIL).	Pom
pmi	35,000 (1999). 5,000 in Pumi nationality, 30,000 in Tibetan nationality (1994). 10,000 monolinguals.	Pumi, Northern
pmj	19,000 (1999). 6,000 monolinguals. Ethnic population: 28,000 (2000 census).	Pumi, Southern
bvq	200 (1996). Ethnic population: 5,000. No longer spoken in Sudan (1993).	Birri
bvp	200 (Jie 2007).	Bumang
msz	10. Ethnic population: 800.	Momare
msy	8,000 (1990 UBS).	Aruamu
msx	200 (Wurm and Hattori 1981).	Moresada
msw	17,600 (2016). Total users in all countries: 18,910.	Mansoanka
msv	250 (Tourneux 2004). 40,000 all Kotoko languages (Tourneux 2004).	Maslam
msu	200 (Wurm 2000). Ethnic population: 620.	Musom
mss	850 (2007 SIL).	Masela, West
msr	Unknown number of users out of 10,000–147,330 deaf (1998).	Mongolian Sign Language
msq	1,170 (2009 census), increasing. 33% live in greater Nouméa.	Caac
msp	No known L1 speakers.	Maritsauá
mso	250 (1993 R. Doriot).	Mombum
msn	2,000 (Malau 2016).	Vurës
msm	60,000 (2002 SIL). 157,000 all Manobo (1990 census).	Manobo, Agusan
msl	230 (2005 SIL).	Molof
msk	57,800 (2000).	Mansaka
msj	4,700 (Voegelin and Voegelin 1977).	Ma
msi	3,000,000 (2013 SIL), all users. Mostly second-language speakers, but growing number of L1 speakers (2015 J.K.L. Wong). Ethnic population: No ethnic community (2015 J.K.L. Wong).	Malay, Sabah
msh	550,000 (2011 SIL). Ethnic population: A quarter are Masikoro; the rest are Masikoro speakers from other ethnic groups.	Malagasy, Masikoro
msg	1,000 (1988 SIL).	Moraid
msf	1,200 (1987 SIL).	Mekwei
mse	308,000 (2013 J. Leclerc). Total users in all countries: 358,000.	Musey
msd	400 (Escobedo Delgado 2012). 17 deaf and up to 400 hearing in Chican, the only location for which information is available (1999 H. Smith, Escobedo Delgado 2012, Zeshan et al 2013). Number of users elsewhere unknown. 17 monolinguals (Escobedo Delgado 2012).	Yucatec Maya Sign Language
msc		Maninka, Sankaran
msb	600,000, all users. 350,000 (2002 SIL), increasing. 250,000 (2002 SIL). 50,000 monolinguals. Mostly children. Ethnic population: 700,000.	Masbatenyo
msa	60,824,376 A macrolanguage. Population total all languages: 60,824,376	Malay
coa	1,000 (1987). 500 in Cocos Islands, 560 on Christmas Island (1987).	Malay, Cocos Islands
bvv	No known L1 speakers.	Baniva
kyk	363,000 (2000 census). Estimated population for Caraga, Davao Oriental, and Surigao del Sur regions.	Kamayo
mgc	50,000 (2011 A. Persson). 280 Biti (2011 A. Persson).	Morokodo
kyi	2,460 (Wurm and Hattori 1981).	Kiput
kyh	12 (Golla 2007). 30 have some L2 fluency (Golla 2007). Ethnic population: 340 (2000 census). 1,900 (2000 A. Yamamoto).	Karok
kyo	5,000 (2008 L. Baird).	Klon
kyn	15,100 (2000).	Binukidnon, Northern
kym	4,500 (1996).	Kpatili
mgb	42,400 (1993 census). 15,400 Mararit, 27,000 Abou Charib.	Mararit
kyc	15,400 (Wurm and Hattori 1981).	Kyaka
kyb	15,000 (2008), increasing. 1,000 monolinguals.	Kalinga, Butbut
kya	115,000 (2005 SIL). Ethnic population: 115,000. 70,000 Kwaya and 45,000 Ruri.	Kwaya
kyg	12,300 (Wurm and Hattori 1981).	Keyagana
kyf	10,100 (1993 SIL).	Kouya
kye	58,000 (2004 SIL), increasing.	Krache
kyd	610 (2011 SIL).	Karey
kyz	1,000 (Moore 2006). Ethnic population: 1,620 (2006 FUNASA).	Kayabí
kyy	3 (2016 SIL). Ethnic population: 500 (2000 census).	Kambaira
kyx	3,500 (1998 SIL).	Rapoisi
kys	4,150 (Wurm and Hattori 1981).	Kayan, Baram
kyr	3 (Moore 2006). Ethnic population: 130 (2006 FUNASA). 115 (2002) in Cajueiro village (Crevels 2007).	Kuruáya
kyq	40,000 (1997 SIL).	Kenga
kyp	47,600 (1995 census). Total users in all countries: 81,700.	Kang
kyw	37,000 (IMA 1997).	Kudmali
kyv	22,000 (2002). Ethnic population: 154,000 (2011 census).	Kewat
kyu	150,000 (2007). 2,000 refugees in Thailand.	Kayah, Western
kyt	10,000 (1993 WT), decreasing.	Kayagar
tbp	300 (2006 SIL).	Diebroud
tbs	740 (2003 SIL).	Tanguat
ryn	10,000 (2004).	Amami-Oshima, Northern
tbr	7,300. 6,000 in Karondi, 1,300 in Tumtum.	Tumtum
tbu	No known L1 speakers.	Tubar
tbt	150,000 (1994 SIL).	Tembo
tbw	10,000 (2002 SIL). 500 monolinguals.	Tagbanwa
tbv	2,230 (1980 census).	Tobo
tbi	93,000 (2012 J. Leclerc).	Gaam
tbh	No known L1 speakers.	Thurawal
tbk	10,000 (2007 SIL), increasing. Ethnic population: 10,000.	Tagbanwa, Calamian
tbj	790 (Beaumont 1972).	Tiang
tbm	17,000 (2002).	Tagbu
tbl	95,300 (2000). 10,000 monolinguals. Ethnic population: 100,000.	Tboli
tbo	20,000 (2000 census).	Tawala
tbn	300 (1981 SIL). Ethnic population: All ethnic Tunebos: 7,010 (Crevels 2007).	Tunebo, Barro Negro
tbc	40,000.	Takia
ahg	4,830, all users. L1 users: 1,650 (1994 census). L2 users: 3,180. Ethnic population: 172,000 (1994 census).	Qimant
gta	4 (Moore 2006). Ethnic population: 370 (2008 FUNASA).	Guató
vto	630 (2007).	Vitou
gtu	No known L1 speakers.	Aghu-Tharnggala
ppi	100 (Golla 2007).	Paipai
ulm	30,000 (1986 SIL). 18,000 in Polmas and Majene.	Ulumanda’
ahn	300 (2000 R. Blench).	Àhàn
ppn	120 (Wurm 2000). Ethnic population: 340 (2000 census).	Papapana
ahl	7,600 (Gblem-Poidi and Kantchoa 2012). No monolinguals. Ethnic population: 6,000.	Igo
ppl	1,300, all users. 500 (2015 J. Stuart), increasing. 800 (2015 J. Stuart). Ethnic population: 11,100 (2005 census).	Nahuat
pps	4,730 (1994 SIL).	Popoloca, San Luís Temalacayuca
ryu	984,000 (2000). Ethnic population: 1,200,000 (2000 Y. Uemura).	Okinawan, Central
shw	3,500 (1989).	Shwai
ppq	50 (2000 census).	Pei
did	60,000 (2007 SIL).	Didinga
ppu	No known L1 speakers.	Papora-Hoanya
eja	6,000 (2012 SIL). Total users in all countries: 8,230.	Jola-Felupe
yuy	4,000 (Bradley 2007a). Ethnic population: 6,000 (2000 D. Bradley).	Yugur, East
yux	370 (2010 census). Census includes Northern Yukaghir [ykg]. Ethnic population: 1,600. Census includes Southern Yukaghir [yux].	Yukaghir, Southern
yuz	2,680 (Adelaar 2004). Ethnic population: 3,300 (Adelaar 2004).	Yuracare
yuq	120 (Adelaar 2004). Ethnic population: 140 (Adelaar 2004).	Yuqui
yup	3,000 (2009 W. Largo). 600 monolinguals. Ethnic population: 3,530 (Arango Ochoa and Sánchez Gutierrez 1998). Total users in all countries: 6,020.	Yukpa
yur	12 (Golla 2007). A few dozen semispeakers and passive speakers, middle-aged or older (Golla 2007). Ethnic population: 4,000 (Golla 2007).	Yurok
yut	9,000 (2010 SIL), increasing. 6,000 monolinguals. Ethnic population: 9,000.	Yopno
yuw	1,700 (1991 SIL).	Yau
yui	1,100 (2011 SIL), increasing. Few monolinguals. Total users in all countries: 1,150.	Wajiara
jwi	18,000 (2003 GILLBT).	Jwira-Pepesa
yuk	No known L1 speakers. The last speaker died around 1990 (Golla 2007). Ethnic population: 1,200 (2000 A. Yamamoto).	Yuki
yuj	1,140 (1994 SIL).	Karkar-Yuri
yum	170 (2010 census). Ethnic population: 3,000 (2000 A. Yamamoto).	Quechan
yul	4,000 (1996). Total users in all countries: 13,000.	Yulu
yun	95,000 (1992).	Bena
yua	735,000 (2000 INALI). 58,800 monolinguals (2007). Total users in all countries: 762,520.	Maya, Yucatec
yuc	16, all users. 4 (2016 R. Grounds). 12 (2016 R. Grounds). Ethnic population: 1,500 (Golla 2007).	Yuchi
yub	No known L1 speakers.	Yugambal
yue	62,000,000 (Asher and Moseley 2007). Total users in all countries: 72,893,210.	Chinese, Yue
yud	30,000 (1994 H. Mutzafi). Total users in all countries: 35,000.	Arabic, Judeo-Tripolitanian
yug	1 (2010 census). Listed in census under Ket [ket]. Ethnic population: 19 (2002 census).	Yug
yuf	690 (2010 census). 90 Havasupai, 460 Walapai, 140 Yavapai (2010 census). Ethnic population: 3,860 (Ichihashi-Nakayama et al 2007). Including 570 Havasupai, 1,870 Walapai, 1,420 Yavapai (Ichihashi-Nakayama 2004).	Havasupai-Walapai-Yavapai
tns	30 (Wurm 2000), decreasing. Ethnic population: 250 (2015 J. Brownie).	Tenis
gix	12,000 (1984 census).	Gilima
tnr	2,500 (2015 NTM).	Ménik
iai	4,080 (2009 census). 57% live in greater Nouméa.	Iaai
yxg	No known L1 speakers.	Yagara
iap		Iapama
iar	7,000 (2011 SIL).	Purari
hud	300 (1987 SIL).	Huaulu
hue	620 (2000 census). 1 monolinguals. Ethnic population: 3,900 (1990 census).	Huave, San Francisco del Mar
huf	940 (2000 census).	Humene
hug	310 (2000). Ethnic population: 1,620 (Crevels 2007). Includes Amarakaeri [amr].	Huachipaeri
hub	9,330 (2000).	Wampís
huc	30 (Brenzinger 2013), decreasing.	‡Hua
hul	3,240 (2000 census).	Hula
hum	400.	Hungana
hun	9,840,000 (European Commission 2012). Total users in all countries: 12,596,540.	Hungarian
huo	1,000 (Li 2006).	Hu
huh	2,000 (1982 SIL). Ethnic population: 17,000. On the outer Island of Chiloé.	Huilliche
hui	150,000 (2011 ECP), increasing.	Huli
huj	84,000 (Wang and Mao 1995).	Miao, Northern Guiyang
huk	No known L1 speakers (Wurm 2007). Spoken by fewer than 10 speakers in 1991, but now probably extinct (Wurm 2007).	Hulung
hut	5,000 (2014 SIL). 36% of the Limi dialect are monolingual. Ethnic population: 5,000 (2014 SIL).	Humla
huu	1,000 (1995 SIL), decreasing. 1,130 Huitoto in Peru (Crevels 2007). Very few monolinguals. Total users in all countries: 7,800.	Huitoto, Murui
huv	11,000 (2005 census). 1,550 monolinguals.	Huave, San Mateo del Mar
huw	No known L1 speakers.	Hukumina
hup	38, all users. 8 (1998 J. Brook), decreasing. 30. Ethnic population: 2,000 (Hinton 2007).	Hupa
huq	4,000 (Bradley 2007a). Ethnic population: 5,000 (2000 D. Bradley).	Tsat
hur	260 (FPCC 2014). 990 semi-speakers (FPCC 2014). Ethnic population: 19,000 (FPCC 2014). Total users in all countries: 285.	Halkomelem
hus	132,000 (2000 INALI).	Huastec
hux	100 (1991 SIL). 1,130 Huitoto in Peru (Crevels 2007).	Witoto, Muinani
huy	10,000 (1999 H. Mutzafi). Total users in all countries: 10,350.	Hulaulá
huz	1,010 (2010 census). Ethnic population: 2,000. Total users in all countries: 1,420.	Hunzib
esi	All Inupiatun: 3,000, including [esk] (Golla 2007). Ethnic population: 6,420 (2000 census). May include Northwest Alaska Inupiatun [esk]. All Inupiatun: 13,500 including [esk] (Golla 2007).	Inupiatun, North Alaskan
pre	200 (1999 SIL). Ethnic population: 1,560.	Principense
ane	5,730 (2009 census).	Xârâcùù
prg	50, all users. No known L1 speakers. 50.	Prussian
prf	15,000 (2009 J. Lobel).	Paranan
ana	No known L1 speakers.	Andaqui
prc	3,500 (Kiefer 2009).	Parachi
anc	400,000 (1998 SIL).	Ngas
prm	1,180 (2011 SIL). 900 Porome, 280 Kibiri.	Kibiri
prl		Peruvian Sign Language
ann	250,000 (2012 U. Aaron), increasing.	Obolo
prn	8,000 (2011), increasing. 1,600 monolinguals. Ethnic population: 8,000.	Prasuni
pri	7,250 (2009 census), increasing.	Paicî
prh	23,000.	Porohanon
anj	980 (2000).	Anor
ank	200,000 (1995).	Goemai
pru	700 (1991 SIL).	Puragi
anu	52,000 (1991 UBS). Total users in all countries: 144,710 (as L1: 142,600; as L2: 2,110).	Anuak
anv	11,200 (1982 SIL), increasing.	Denya
anw	1,400,000 (1991).	Anaang
anp	725,000 (IMA 1997). Total users in all countries: 745,330 (as L1: 743,600; as L2: 1,730).	Angika
prp	151,000 (2000). Total users in all countries: 251,000.	Parsi
prs	7,600,000 (2011 census), increasing. Ethnic population: 7,600,000. Total users in all countries: 8,990,200.	Dari
prr	No known L1 speakers.	Puri
anx	1,410 (2000 census).	Andra-Hus
prx	37,700 (2001 census).	Purik
anz	800 (2011 SIL).	Anem
prz	19 (Washabaugh 1986). Known by most people on the island including 19 born deaf out of 2,500 to 3,000 population (Washabaugh 1986).	Providencia Sign Language
gkp	460,000 (2012 V. Vydrin).	Kpelle, Guinea
gku	No known L1 speakers.	‡Ungkue
gko	No known L1 speakers. Last speaker died in the early 1970s.	Kok-Nar
gkn	100,000 (1989).	Gokana
gka	130 (Wurm and Hattori 1981).	Guya
gke	5.	Ndai
uya	200.	Doko-Uyanga
nlq	1,000 (2012 SIL).	Naga, Lao
tkg	1,130,000 (2010 T. Bergman).	Malagasy, Tesaka
tkd	39,500 (2010 census).	Tukudede
tke	181,000 (2006).	Takwane
nlu	1,800 (2003 SIL).	Nchumbulu
nlw	No known L1 speakers.	Walangama
nlv	120,000 (1991 SIL). All Nahuatl variety speakers: 1,740,000.	Nahuatl, Orizaba
nly	35 (2006 census), decreasing.	Nyamal
nlx	15,000 (2003).	Nahali
tkl	1,070 (2013 UNSD). Total users in all countries: 3,970.	Tokelauan
nlz	1,620 (2007 census), increasing.	Nalögo
nla	45,000 (1993 SIL), increasing.	Ngombale
tkw	800 (2012 A. François).	Teanu
nlc	16,000 (2013 R. Doriot).	Nalca
tku	3,270 (2000 INALI). 680 monolinguals. Ethnic population: 5,800.	Totonac, Upper Necaxa
nle	273,000 (2009 census).	Nyala
nld	15,700,000 (European Commission 2012). Total users in all countries: 22,163,020.	Dutch
nlg	11,900 (1999 SIL).	Gela
tkq	Ethnic population: 313,000 (2006 J. Leclerc).	Tee
nli	5,000 (1994).	Grangali
nlk	10,500 (1999 J. Wilson).	Yali, Ninia
nlj	43,000 (1993 SIL).	Nyali
tkz	6,000 (Bradley 2007b).	Takua
nll	2,000 (Parkin 1991). Ethnic population: 5,000 (1987).	Nihali
nlo	8,400 (2002).	Ngul
ssy	253,000 (2010 J. Leclerc), increasing. Total users in all countries: 289,180 (as L1: 285,800; as L2: 3,380).	Saho
dyy	29 (2006 census). Only 3 speakers in 1981 (Wurm 2007).	Dyaabugay
ssz	1,750 (2003 SIL).	Sengseng
ssu	10 (Wurm 2000).	Susuami
dyu	8,500,000 in Côte d’Ivoire, all users. L1 users: 1,500,000 (2012 V. Vydrin). L2 users: 7,000,000 (2012 V. Vydrin). Total users in all countries: 12,486,000 (as L1: 2,208,000; as L2: 10,278,000).	Jula
ssw	980,000 (2010 J. Leclerc). Total users in all countries: 4,724,200 (as L1: 2,324,200; as L2: 2,400,000).	Swati
ssv	450 (Lynch and Crowley 2001). Ethnic population: 1,130.	Shark Bay
ssq	10,000 (1994).	So’a
ssp	45,000 (1994). Deaf sign language users, total for all three sign languages in Spain: 60,000–80,000 (2000 Instituto Nacional de Estadística), 100,000 (2014 EUD). Based on these numbers and proportions of total population in various regions in Spain, estimated 45,000–75,000 for LSE.	Spanish Sign Language
sss	118,000 (2005 census). Total users in all countries: 188,000.	So
ssr	1,700 (Boyes Braem and Rathmann 2010). 10,000 deaf signers in all of Switzerland (2014 EUD).	Swiss-French Sign Language
ssm	670 (2000).	Semnam
